order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
avK,avK,delivered,1539797418,1535996406,17586,1320455631,1525564800,1,aG,Hx,1586486848,277.78,35.54,3,credit_card,8,368.89,avK,5,61477200,1540838546,452342fe6775efdea29aed288b89456d,53734,resende,PR,-14.466232648848212,-52.674953063519325,informatica_acessorios,53.0,778.0,1.0,4126.0,49.0,13.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aFf,aFf,delivered,1539797418,1535996406,1536695308,1492482967,1509926400,1,aG,Hx,1586474092,274.38,20.72,1,credit_card,9,253.38,aFf,3,118267200,1381963939,64d9e123f9c1c1d2e51776e228b69a9e,41999,rio de janeiro,PR,-19.529064345321068,-49.82890009371481,informatica_acessorios,53.0,778.0,1.0,4126.0,49.0,13.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aRN,aRN,delivered,1304764259,1501724934,546499049,1466056060,1514332800,1,aG,Hx,1586470370,266.48,21.47,1,boleto,6,340.71,aRN,3,132847200,1541093066,f8c2d664ce6596b043f54fd1b88f36b1,88834,serra,SP,-26.574744419591013,-44.46592041571664,informatica_acessorios,53.0,778.0,1.0,4126.0,49.0,13.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
xn,xn,delivered,1525113168,1521413559,1536695308,1539782566,1509926400,1,bMh,Hx,1586479478,380.58,0.61,1,credit_card,4,398.43,xn,4,118922400,1541051820,423829fedd48d538a2e70c875c52967f,1003,sorocaba,SP,-10.517568296342183,-48.681282820430795,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aH,aH,delivered,1539797418,1535996406,892985434,1539782566,1524528000,1,bMh,Hx,1586482106,364.64,30.91,2,credit_card,0,278.15,aH,3,61466400,1371752635,86c107d24a2ccfc28a4cf3392491d45b,74168,rio grande,DF,-20.46221775046761,-45.98382092608382,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aH,aH,delivered,1539797418,1535996406,892985434,1539782566,1524528000,1,bMh,Hx,1586482106,364.64,30.91,2,credit_card,1,306.4,aH,3,61466400,1371752635,86c107d24a2ccfc28a4cf3392491d45b,74168,rio grande,DF,-20.46221775046761,-45.98382092608382,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bf,bf,delivered,1539797418,1535996406,1402675641,1539782566,1516838400,1,bMh,Hx,1586470211,391.87,49.72,2,credit_card,8,452.96,bf,5,63835200,1340285859,52a535b307f6c4598b4e7b918774687c,30734,maceio,RS,-20.00866712540036,-46.83552245891614,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
ip,ip,delivered,1357374605,1535996406,1131597604,1283979747,1518307200,1,bMh,Hx,1586469914,357.68,38.52,1,boleto,5,551.21,ip,4,83368800,1477904235,fa43c82f9d7e43f1145929b60521e9b0,8649,sao carlos,RJ,-19.078880992672094,-46.26954679016878,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
jJ,jJ,delivered,1366198098,1535996406,1536695308,-9223372036,1506643200,2,bMh,Hx,1586471708,392.92,47.72,1,voucher,5,511.02,jJ,2,61480800,1540841591,b69dceda4140ec6092310b44df4c3962,17788,vitoria,RJ,-14.744441950976668,-51.64394888854968,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
rY,rY,delivered,1512557022,1479956266,656527080,1316184489,1528675200,1,bMh,Hx,1586473244,369.43,36.98,1,credit_card,3,496.41,rY,2,113518800,1354774306,9cf047265550f15115b178d72db2ca26,90722,sao paulo,SP,-23.19034181586724,-52.23698620254394,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
IP,IP,delivered,1539797418,1535996406,120165476,1501396835,1541980800,2,bMh,Hx,1586471708,366.98,30.77,1,credit_card,11,509.19,IP,4,67024800,1484396668,a26ae7c38de0aa787fa4e9ff8a210f1b,73667,paracatu,DF,-15.84183310857833,-39.005800031847855,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
IP,IP,delivered,1539797418,1535996406,120165476,1501396835,1541980800,2,bMh,Hx,1586471708,366.98,30.77,1,boleto,10,442.86,IP,4,67024800,1484396668,a26ae7c38de0aa787fa4e9ff8a210f1b,73667,paracatu,DF,-15.84183310857833,-39.005800031847855,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
QY,QY,delivered,1539797418,1535996406,1516556224,1454342403,1529452800,1,bMh,Hx,1586471710,381.01,16.78,2,credit_card,4,450.85,QY,5,116528400,1540820175,1fe07e5b013e950aa1fb7a3b5bd8db95,32827,campinas,RS,-17.923862181576727,-34.612457194456155,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
ajc,ajc,delivered,1488261561,1535996406,794157623,1539782566,1511568000,1,bMh,Hx,1586471708,367.73,42.7,1,credit_card,6,383.74,ajc,3,61477200,1540614784,85a3d153f16a1f00c32905725d1e3b81,22774,uberlandia,MG,-16.553451868964725,-45.30496975768985,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
ajf,ajf,delivered,1539797418,1503202149,502742152,1412005381,1517529600,1,bMh,Hx,1586473642,374.64,38.9,1,boleto,6,514.55,ajf,3,61473600,1540941761,700720d4394aeb1f8640a0acc9da1abc,6689,jundiai,SP,-18.269834322555386,-37.62150582068329,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
ayE,ayE,delivered,1393535034,1535996406,312828069,1539782566,1527120000,1,bMh,Hx,1586471708,374.93,35.91,1,boleto,2,529.04,ayE,5,75708000,1386698063,90c312d2299d36c16bbaa3d717b3dfba,4852,natal,RJ,-12.538878210635396,-46.546076269129884,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aFo,aFo,delivered,1475663320,1535996406,1383666339,1238326355,1509753600,1,bMh,Hx,1586471708,349.88,35.65,1,boleto,5,400.63,aFo,5,80960400,1534253048,cd6474598350dc73983a584f9fe3a366,15642,cruz alta,SP,-20.61621799511353,-38.96794310075747,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aFo,aFo,delivered,1475663320,1535996406,1383666339,1238326355,1509753600,1,bMh,Hx,1586471708,349.88,35.65,1,credit_card,5,406.61,aFo,5,80960400,1534253048,cd6474598350dc73983a584f9fe3a366,15642,cruz alta,SP,-20.61621799511353,-38.96794310075747,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aJa,aJa,delivered,1539797418,1535996406,1317969959,1114694038,1511827200,1,bMh,Hx,1586471708,405.06,32.98,1,credit_card,5,625.24,aJa,5,61477200,1127978450,a1352fb1cff489e5cc59f90078a369e4,55417,santo antonio do monte,ES,-22.425263380861235,-53.608191370559894,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aNf,aNf,delivered,1394183180,1456601198,883140144,1539782566,1520035200,1,bMh,Hx,1586480397,407.67,25.83,2,credit_card,6,553.09,aNf,4,61466400,1435574781,3f912e65396ae2aa2ea4fda9b6b4b4d1,13421,belo horizonte,RJ,-19.64935958172528,-52.624018695678984,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aNf,aNf,delivered,1394183180,1456601198,883140144,1539782566,1520035200,1,bMh,Hx,1586480397,407.67,25.83,1,credit_card,5,625.77,aNf,4,61466400,1435574781,3f912e65396ae2aa2ea4fda9b6b4b4d1,13421,belo horizonte,RJ,-19.64935958172528,-52.624018695678984,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bkb,bkb,delivered,1538453404,1535996406,17586,1449991439,1541980800,1,bMh,Hx,1586500820,375.29,22.25,1,credit_card,6,421.21,bkb,2,61470000,1540440535,cb2d00950f18d7d8f7fcfc8cc3a173b7,41247,sao paulo,RJ,-15.98174680229035,-44.601928374835474,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bKI,bKI,delivered,1539797418,1511588834,1536695308,1441490025,1509494400,1,bMh,Hx,1586474214,375.75,40.0,1,boleto,6,435.82,bKI,3,138434400,1192818725,64c58bb14bec36231b1391d1075441e0,52222,sao bernardo do campo,RJ,-25.993046382250714,-45.536500929416675,beleza_saude,49.0,2082.0,2.0,8618.0,40.0,32.0,19.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
BN,BN,delivered,1539797418,1535996406,652139986,1522060512,1522800000,1,Gr,Hx,1586477614,432.31,41.19,1,credit_card,4,638.24,BN,5,90028800,1540591396,e308f9114426577f05baf25b11250386,1003,vila velha,SP,-10.517568296342183,-48.681282820430795,utilidades_domesticas,56.0,1344.0,2.0,6567.0,38.0,17.0,41.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
IN,IN,delivered,1448036457,1535996406,868642560,1539782566,1528675200,1,Gr,Hx,1586471708,414.74,35.08,2,credit_card,8,537.73,IN,5,153590400,1509445148,d52a67c98be1cf6a5c84435bd38d095d,31203,birigui,SP,-21.257523019090762,-48.45400954366911,utilidades_domesticas,56.0,1344.0,2.0,6567.0,38.0,17.0,41.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aFC,aFC,shipped,1539797418,1535996406,1506546991,1440688531,1500940800,1,Gr,Hx,1586461741,435.2,29.9,1,credit_card,2,575.4,aFC,4,78382800,1307421762,bf9d87aff93a6cc48edeb1c22dd050e4,8774,varginha,SP,-16.864022345867546,-48.643096749762314,utilidades_domesticas,56.0,1344.0,2.0,6567.0,38.0,17.0,41.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
btU,btU,delivered,1522794602,1496161359,1536695308,1397767671,1498262400,1,Gr,Hx,1586476984,404.53,25.65,2,credit_card,4,442.38,btU,4,61462800,1282918515,3fb3392ad1e29e9f1b7a9d0a4db7040b,10614,limeira,RJ,-23.264835661435193,-38.6579782504145,utilidades_domesticas,56.0,1344.0,2.0,6567.0,38.0,17.0,41.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
btU,btU,delivered,1522794602,1496161359,1536695308,1397767671,1498262400,1,Gr,Hx,1586476984,404.53,25.65,1,credit_card,4,453.07,btU,4,61462800,1282918515,3fb3392ad1e29e9f1b7a9d0a4db7040b,10614,limeira,RJ,-23.264835661435193,-38.6579782504145,utilidades_domesticas,56.0,1344.0,2.0,6567.0,38.0,17.0,41.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bEp,bEp,delivered,1413126955,1482784562,1181186993,1488399733,1505865600,1,bVL,Hx,1586467508,217.27,12.83,1,credit_card,3,309.77,bEp,5,61462800,1397914686,f7bfb3f05a81ad00c2e86db943c95990,77411,toledo,ES,-11.760536933312562,-48.07706349362035,moveis_decoracao,37.0,62.0,1.0,2894.0,26.0,44.0,26.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
lQ,lQ,delivered,1539797418,1447900897,17586,1539782566,1538611200,1,bqt,Hx,1586477544,303.89,19.63,1,boleto,3,385.97,lQ,5,61470000,1349844865,af0bb9a430003f9a8601e77c6154f81e,19235,sao paulo,RJ,-23.28127239303292,-44.08087632821686,cama_mesa_banho,58.0,1040.0,3.0,6822.0,22.0,26.0,35.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
awf,awf,delivered,1539797418,1535996406,1536695308,1494283087,1514678400,1,bqt,Hx,1586471708,268.83,18.79,1,credit_card,0,327.53,awf,2,82922400,1149312600,f0f881d6e90b9cccee6316ba9a29a00c,36187,cabo frio,MG,-26.53720524991426,-38.72834235989918,cama_mesa_banho,58.0,1040.0,3.0,6822.0,22.0,26.0,35.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bgb,bgb,shipped,1189151941,1535996406,535057865,1539782566,1541980800,1,AD,Hx,1586476703,215.25,2.39,2,credit_card,4,82.07,bgb,4,61466400,1540897771,a2f2d904d84e1ccd50cbba2b719b42e7,99990,suzano,PI,-29.51897165870493,-46.29123779436293,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
aU,aU,shipped,1539797418,1535996406,525267435,1378020585,1529452800,1,AD,Hx,1586472762,198.23,7.25,1,credit_card,2,297.27,aU,4,105199200,1320196511,536491a3d3f8b55d8918c108d0f1f5ee,57634,lencois paulista,RJ,-18.53641084474177,-43.49618650010995,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
PE,PE,delivered,1361064344,1535996406,342523793,1539782566,1509062400,1,AD,Hx,1586496060,244.26,22.62,1,credit_card,3,248.43,PE,5,61470000,1372993503,69e153a22aec26236b01d02d97406801,77403,belo horizonte,RJ,-22.620958434352822,-50.42800695694518,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
PE,PE,delivered,1361064344,1535996406,342523793,1539782566,1509062400,1,AD,Hx,1586496060,244.26,22.62,1,credit_card,4,286.85,PE,5,61470000,1372993503,69e153a22aec26236b01d02d97406801,77403,belo horizonte,RJ,-22.620958434352822,-50.42800695694518,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
SO,SO,delivered,1538405410,1535996406,1498559984,1539782566,1503792000,1,AD,Hx,1586474290,238.0,32.28,1,credit_card,1,467.53,SO,1,115153200,1501836441,fa281beca8858479ddf9d567474173aa,36076,mairinque,RJ,-19.629017995336817,-47.56640397082501,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
bAR,bAR,delivered,1539797418,1535996406,589024473,1539782566,1519776000,1,AD,Hx,1586469793,250.01,8.85,2,credit_card,4,297.79,bAR,4,139813200,1427735569,46ed566acfe7af7f285fc5280bdcc87e,19114,suzano,RJ,-25.1413570162708,-46.28850497489522,moveis_decoracao,48.0,1521.0,3.0,1738.0,32.0,2.0,10.0,30705,rio de janeiro,SP,-24.657281411670514,-44.15548377168583
