order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
amB,amB,delivered,1442693348,1393012676,1159882992,1539782566,1509753600,1,yU,apH,1513869048,0.85,3.26,1,boleto,5,3.15,amB,3,61466400,1306657145,7cce791a0d926ac8490ca7135968da8a,85235,aracatuba,SP,-25.445110364640197,-48.41205964701171,informatica_acessorios,48.0,1686.0,5.0,2148.0,31.0,26.0,12.0,1001,jundiai,SP,-21.166029981709205,-40.162942174299936
aaq,aaq,delivered,1192716844,1426955808,1175840180,1539782566,1506643200,1,sU,akM,1276807163,271.36,20.59,1,credit_card,1,246.41,aaq,5,116982000,1540610850,45a39af68d608e0f7aecc7492e7dad08,44529,imbituba,MG,-27.518827642016088,-48.72055334580262,esporte_lazer,35.0,1343.0,1.0,469.0,39.0,28.0,23.0,1001,uba,SP,-21.166029981709205,-40.162942174299936
ast,ast,delivered,1213956182,1353606995,1536695308,1539782566,1507161600,1,QO,akM,1261700680,446.35,31.36,1,credit_card,1,506.02,ast,4,61466400,1540690253,35c75f00917e33d1db28551ee906324e,73845,bandeirantes,MG,-18.738232779040953,-45.746541532219105,cama_mesa_banho,70.0,1341.0,3.0,12.0,30.0,20.0,6.0,1001,uba,SP,-21.166029981709205,-40.162942174299936
anC,anC,delivered,1539797418,1535996406,611895413,1539782566,1523491200,1,XH,akM,1548429905,120.57,4.73,3,voucher,3,188.21,anC,5,61455600,1438030604,70ba951817e5c091b68290e59cd03b2b,52442,sao jose do rio preto,RS,-17.128588266484908,-43.653505504493026,eletronicos,67.0,516.0,1.0,5736.0,46.0,32.0,30.0,1001,uba,SP,-21.166029981709205,-40.162942174299936
aiV,aiV,delivered,1346577401,1496716366,1415103054,1539782566,1512259200,2,awz,akM,1530747276,1.97,17.52,2,boleto,0,11.84,aiV,4,61462800,1540887679,88ddfd52d6fe67c57b246311521fcfdc,43220,recife,RJ,-16.904135260034515,-44.86445380417736,utilidades_domesticas,69.0,524.0,3.0,4763.0,42.0,36.0,16.0,1001,uba,SP,-21.166029981709205,-40.162942174299936
zq,zq,delivered,1297820003,1425284465,1226290262,1539782566,1538697600,1,tH,pV,1439876365,232.1,22.0,1,credit_card,0,418.12,zq,2,112687200,1385886089,c6cc55b24198a561e81de6b2f9387010,57635,sao bernardo do campo,MG,-24.11736896740213,-45.890050002811975,,42.0,744.0,2.0,9714.0,21.0,27.0,20.0,1001,praia grande,SP,-21.166029981709205,-40.162942174299936
aii,aii,delivered,1169476761,1336035873,1448349974,1391949342,1501459200,1,ZQ,pV,1455897651,22.41,22.31,1,boleto,5,0.0,aii,5,61491600,1440219019,0cb5bfc9d8e5591f2f2216cdf425f733,17264,campinas,SP,-27.48112033327384,-47.26546524780372,utilidades_domesticas,28.0,1656.0,1.0,843.0,13.0,24.0,14.0,1001,praia grande,SP,-21.166029981709205,-40.162942174299936
ec,ec,delivered,1424408607,1497671458,1167022968,1539782566,1508112000,1,akn,pV,1452922785,7.76,5.58,1,credit_card,2,0.0,ec,5,61455600,1292237092,d27b2a83fb4260b0dd1446ea231cc075,28229,itatiba,RJ,-18.820193735384645,-41.08688898043266,brinquedos,60.0,51.0,3.0,2205.0,29.0,6.0,31.0,1001,praia grande,SP,-21.166029981709205,-40.162942174299936
uS,uS,delivered,1539797418,1416207846,1536695308,1109129939,1486080000,1,akk,pV,1454413212,222.13,42.35,1,credit_card,4,236.11,uS,5,61470000,1540941415,547d0504ca415eb4864fa3030f73d3f3,34276,sao roque,SP,-27.76433460450273,-39.62542207361445,beleza_saude,43.0,475.0,2.0,6462.0,32.0,4.0,30.0,1001,praia grande,SP,-21.166029981709205,-40.162942174299936
awe,awe,delivered,1497528331,1435202158,1536695308,1539782566,1523664000,1,aml,pV,1474528057,470.72,20.54,1,credit_card,6,571.59,awe,3,125866800,1496297810,b659acd60c6a36583dcb78c06639c324,39370,porto alegre,RJ,-14.685069802988966,-51.193467572691155,cama_mesa_banho,61.0,949.0,1.0,7968.0,25.0,29.0,39.0,1001,praia grande,SP,-21.166029981709205,-40.162942174299936
GB,GB,delivered,1539797418,1535996406,172987398,1178588861,1521244800,1,auT,avo,1369933700,166.15,35.86,1,boleto,2,240.0,GB,3,61477200,1541179914,15bc2114da1fbf104a7caabd79ee87c6,1003,sao paulo,PE,-11.109620581064961,-50.33241942510757,brinquedos,41.0,658.0,2.0,4372.0,60.0,16.0,37.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
yu,yu,delivered,1315415614,1517311540,1471220650,1539782566,1516752000,1,acm,avo,1365929009,10.68,23.51,1,voucher,0,0.0,yu,3,65930400,1541117337,cef1a838ec897cd07daa95fa296e65e6,35421,sao paulo,RJ,-19.489848950999214,-51.61545884186961,moveis_decoracao,45.0,1170.0,2.0,0.0,36.0,2.0,17.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
yu,yu,delivered,1315415614,1517311540,1471220650,1539782566,1516752000,1,acm,avo,1365929009,10.68,23.51,1,credit_card,0,0.0,yu,3,65930400,1541117337,cef1a838ec897cd07daa95fa296e65e6,35421,sao paulo,RJ,-19.489848950999214,-51.61545884186961,moveis_decoracao,45.0,1170.0,2.0,0.0,36.0,2.0,17.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
eB,eB,shipped,1367175478,1307164743,877305915,1539782566,1515369600,1,TL,avo,1359628656,0.85,1.47,1,boleto,0,109.04,eB,4,61473600,1363346602,dc6502a8fc5ef5239994a36192e7a0ca,1003,sao paulo,SP,-11.109620581064961,-50.33241942510757,telefonia,45.0,1331.0,6.0,0.0,7.0,2.0,6.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
DT,DT,delivered,1539797418,1488435906,857053283,1287707271,1507161600,1,bJ,avo,1353161389,185.11,30.73,1,boleto,1,208.38,DT,4,86893200,1540486097,09ab2be7e04f31083965bf71449ac23e,42893,campinas,MG,-20.315294271542975,-41.83266039587363,fashion_bolsas_e_acessorios,45.0,64.0,1.0,624.0,7.0,2.0,19.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
pC,pC,delivered,1093529517,1388287826,918587764,1340498471,1529280000,1,vG,avo,1364622828,232.36,11.99,2,boleto,7,183.06,pC,3,101361600,1540936856,88fbae9cab186bb2bd7540d7fbaf6831,70207,nova petropolis,BA,-16.6207693243747,-46.175075210738505,cool_stuff,52.0,194.0,4.0,0.0,43.0,33.0,32.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
uL,uL,delivered,1202855709,1535996406,1255472705,1539782566,1514332800,1,vG,avo,1373357441,220.42,17.63,1,credit_card,5,207.28,uL,4,105188400,1366181598,4e3276b400131e12046a95879af256e6,33878,belo horizonte,RS,-20.17730480800621,-51.84714052485016,cool_stuff,52.0,194.0,4.0,0.0,43.0,33.0,32.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
Wr,Wr,delivered,1539797418,1455749293,17586,1539782566,1506816000,1,vG,avo,1365225836,233.63,0.52,1,credit_card,5,374.29,Wr,3,155685600,1319497030,4a9644d77f880eaed5a31cf017f2abe5,44580,sao paulo,RJ,-11.278247159436386,-36.34938364529904,cool_stuff,52.0,194.0,4.0,0.0,43.0,33.0,32.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
wM,wM,delivered,1237743973,1490623971,350818407,1301337063,1512777600,1,xf,avo,1367600814,154.17,30.35,1,boleto,5,274.46,wM,4,72349200,1474518002,81fa4f32f696bddc27c57147b94dc3aa,39896,rio de janeiro,RJ,-25.776471763203922,-52.36424250531684,automotivo,56.0,381.0,2.0,3950.0,33.0,36.0,21.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
LS,LS,shipped,1539797418,1334910014,646523550,1539782566,1517097600,1,Kq,avo,1368912976,0.85,4.84,1,credit_card,4,0.0,LS,4,61477200,1540617983,511a0ab9cca232b6917757c2363d125b,72951,sao paulo,BA,-26.823436011025446,-46.86651479009871,bebes,50.0,986.0,3.0,0.0,11.0,32.0,6.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
vp,vp,delivered,1293518249,1458370397,1536695308,1533127771,1488153600,1,avB,avo,1362100895,47.84,23.33,1,credit_card,1,175.11,vp,2,61477200,1508696937,f81557126d5ab0a6cb73fe6bc1b38ce6,51044,florianopolis,RS,-20.64390599294331,-47.705960875100594,moveis_decoracao,57.0,667.0,5.0,6138.0,43.0,9.0,20.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
ahK,ahK,shipped,1474025848,1316404889,17586,1539782566,1541980800,1,tT,avo,1371893528,147.3,40.03,1,credit_card,5,309.95,ahK,5,61477200,1327490882,5657dfebff5868c4dc7e8355fea865c4,84425,sao jose do rio preto,ES,-34.27305684707677,-51.5465577522844,informatica_acessorios,32.0,474.0,3.0,6091.0,7.0,43.0,15.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
PP,PP,delivered,1539797418,1387116441,1536695308,1539782566,1500681600,1,ahA,avo,1367222271,15.07,20.87,1,credit_card,0,44.8,PP,4,61480800,1540598043,b471f6779ed58f5dbcf786cf9842067a,34145,uberaba,RJ,-20.970791268546726,-43.40316789451827,relogios_presentes,42.0,4.0,2.0,1548.0,47.0,2.0,27.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
KP,KP,delivered,1250705877,1507007736,762648659,1026759948,1529971200,1,MC,avo,1366117753,283.85,33.68,2,credit_card,8,383.09,KP,5,71503200,1540808021,d1e168c5731277824b65a332cd7a99f1,49949,sao bernardo do campo,MG,-8.884154786496266,-51.72049270043066,bebes,55.0,1049.0,1.0,0.0,59.0,2.0,26.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
OM,OM,delivered,1539797418,1469901879,1536695308,1167234877,1508371200,1,Pe,avo,1373508298,284.79,20.76,1,boleto,6,410.94,OM,3,66290400,1381744055,a012fe8bb6719911e91306badb45e4de,64592,piracicaba,SP,-22.864757169921702,-41.82708355664974,perfumaria,43.0,1467.0,1.0,1154.0,29.0,11.0,6.0,1001,ribeirao preto,SP,-21.166029981709205,-40.162942174299936
LX,LX,delivered,1539797418,1352915218,1536695308,1539782566,1508716800,2,kK,SI,1380269722,414.98,36.15,3,credit_card,4,637.9,LX,1,62978400,1310600086,30f21e5e86c79c2c6e01ca00f1eb2e28,40742,campinas,BA,-30.521218207721066,-47.2061106447919,cama_mesa_banho,48.0,362.0,5.0,4449.0,73.0,23.0,41.0,1001,birigui,SP,-21.166029981709205,-40.162942174299936
ZD,ZD,delivered,1167699088,1535996406,1256329919,1501112657,1505779200,2,avq,XF,1586471309,314.4,11.54,2,credit_card,5,314.28,ZD,4,61477200,1540490039,beacecc55d33e930a6c39c125920a226,18141,jundiai,SP,-30.021888222574162,-41.329756451434726,telefonia,62.0,1148.0,5.0,6650.0,40.0,40.0,27.0,1001,campinas,SP,-21.166029981709205,-40.162942174299936
bF,bF,delivered,1539797418,1535996406,1536695308,1465363408,1506470400,2,kb,XF,1586482404,68.5,23.29,2,boleto,0,165.77,bF,4,61484400,1540561487,3ca67cf83218dedd76e9f900261e3b27,20646,rio de janeiro,SP,-15.924977838639467,-37.41512834387176,beleza_saude,24.0,542.0,1.0,2225.0,32.0,21.0,31.0,1001,campinas,SP,-21.166029981709205,-40.162942174299936
aso,aso,delivered,1245623742,1160498232,819846673,1539782566,1525392000,1,vt,XF,1260382080,212.54,20.65,1,credit_card,3,242.08,aso,4,107420400,1244267139,eaed356b6c0e012dd8f49d71f25c1065,72879,foz do iguacu,CE,-21.11336038620303,-51.460117006203184,informatica_acessorios,55.0,919.0,2.0,2311.0,47.0,22.0,20.0,1001,campinas,SP,-21.166029981709205,-40.162942174299936
aR,aR,delivered,1470863707,1535996406,1242382654,1522581494,1525305600,1,fm,mY,1586467854,140.92,0.07,1,boleto,1,108.64,aR,4,61466400,1541132475,4c9b3ef0fd7298b3ed6dbe0ced8893ce,1003,gameleira,SP,-11.109620581064961,-50.33241942510757,automotivo,49.0,4.0,3.0,0.0,14.0,2.0,24.0,1001,sao paulo,PB,-21.166029981709205,-40.162942174299936
LQ,LQ,delivered,1231418622,1454004027,841267941,1539782566,1514073600,3,yd,mY,1528975812,0.85,8.53,1,boleto,0,73.08,LQ,3,102024000,1541008496,2b6b5ebeb77a40136792312b5855a6eb,99990,marilia,PE,-22.416874402823897,-55.21699779109884,esporte_lazer,29.0,10.0,1.0,0.0,29.0,2.0,10.0,1001,sao paulo,PB,-21.166029981709205,-40.162942174299936
auY,auY,delivered,1511245347,1423598562,475853699,1512348714,1519776000,3,ahV,aux,1346578892,0.85,30.96,1,boleto,1,0.0,auY,4,74430000,1541532271,dedaf53395a6c35ffe9c422db83d3fd7,69480,feira de santana,MG,-27.08652617867208,-43.14331093161653,fashion_roupa_masculina,45.0,321.0,1.0,3206.0,55.0,12.0,44.0,1001,sorocaba,SP,-21.166029981709205,-40.162942174299936
Zb,Zb,shipped,1499321381,1462885775,878035704,1474921967,1508284800,1,xd,aux,1331874334,0.85,51.26,2,credit_card,0,242.02,Zb,4,61473600,1274050812,f05662fe45e051553bffad1ec8bc52d1,29789,florianopolis,MG,-26.025481269385494,-47.62713977978297,brinquedos,56.0,1242.0,2.0,4229.0,20.0,34.0,16.0,1001,sorocaba,SP,-21.166029981709205,-40.162942174299936
Zb,Zb,shipped,1499321381,1462885775,878035704,1474921967,1508284800,1,xd,aux,1331874334,0.85,51.26,2,voucher,0,183.85,Zb,4,61473600,1274050812,f05662fe45e051553bffad1ec8bc52d1,29789,florianopolis,MG,-26.025481269385494,-47.62713977978297,brinquedos,56.0,1242.0,2.0,4229.0,20.0,34.0,16.0,1001,sorocaba,SP,-21.166029981709205,-40.162942174299936
aaB,aaB,shipped,1539797418,1535996406,573123312,1180107131,1527033600,2,bu,nR,1586471708,352.59,20.86,1,credit_card,5,427.78,aaB,3,93697200,1540643444,fc3e09ba496a11616c3b9284b93c2c19,1003,belo horizonte,SP,-11.109620581064961,-50.33241942510757,pet_shop,41.0,1314.0,4.0,705.0,19.0,27.0,8.0,1001,campinas,SP,-21.166029981709205,-40.162942174299936
Uz,Uz,delivered,1391780635,1535996406,1183514807,1434336936,1527206400,1,WC,VH,1586471133,63.66,12.72,1,credit_card,6,0.0,Uz,5,175989600,1489942211,4cbd1492e5f5ea630dfd077980ea978f,8060,macae,SP,-13.745804899370967,-52.517941186090404,utilidades_domesticas,39.0,1460.0,2.0,0.0,7.0,2.0,6.0,1001,rio de janeiro,SP,-21.166029981709205,-40.162942174299936
avV,avV,delivered,830026325,1407006278,900874302,1488928763,1509321600,1,ZQ,sB,1447031448,9.69,29.57,2,boleto,2,17.96,avV,4,99327600,1399922242,1424481d2bcf0e8bff1209b2acedcd2c,56736,santa barbara d'oeste,RJ,-32.90536873933919,-48.42292935715982,utilidades_domesticas,28.0,1656.0,1.0,843.0,13.0,24.0,14.0,1001,guarulhos,SP,-21.166029981709205,-40.162942174299936
MD,MD,delivered,1539797418,1513783466,345831141,1517335569,1523491200,1,KX,sB,1464774761,33.67,33.74,1,credit_card,4,0.0,MD,4,61470000,1164391218,ac3369c4bf35de1210b2776def51af5c,85962,patrocinio do muriae,ES,-16.127133992746607,-48.57915338741858,moveis_decoracao,62.0,884.0,3.0,3412.0,46.0,10.0,23.0,1001,guarulhos,SP,-21.166029981709205,-40.162942174299936
uo,uo,shipped,1539797418,1318794110,359196357,1445741479,1508025600,1,ab,EB,1269498489,49.48,8.18,1,boleto,7,40.26,uo,5,78364800,1420487073,d6bbfbf9c54778eac53cf601081d40f6,6470,belo horizonte,SP,-13.254088794322257,-50.843770263201506,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,osasco,SP,-21.166029981709205,-40.162942174299936
po,po,delivered,1539797418,1497196109,17586,1539782566,1541980800,1,ji,EB,1179374198,262.87,10.02,3,credit_card,4,312.36,po,5,65649600,1451766559,3a2835415d2044aacd694c63bf31e5e8,58045,jequie,SP,-25.579816552414645,-43.95875653331803,utilidades_domesticas,68.0,1723.0,1.0,0.0,10.0,2.0,6.0,1001,osasco,SP,-21.166029981709205,-40.162942174299936
yb,yb,delivered,1420797573,1383383838,719842439,1219067955,1541980800,1,ab,bn,1265139813,0.85,0.0,1,credit_card,0,0.0,yb,5,84625200,1240622765,4d72e3ea2d331c774abb707030dd9ce5,74115,araras,RJ,-28.479032532384853,-46.77224615458421,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,governador valadares,SP,-21.166029981709205,-40.162942174299936
yb,yb,delivered,1420797573,1383383838,719842439,1219067955,1541980800,1,ab,bn,1265139813,0.85,0.0,1,credit_card,0,0.0,yb,5,84625200,1240622765,4d72e3ea2d331c774abb707030dd9ce5,74115,araras,RJ,-28.479032532384853,-46.77224615458421,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,governador valadares,SP,-21.166029981709205,-40.162942174299936
oI,oI,delivered,1539797418,1526562656,859073396,1285723537,1512432000,1,axp,bn,1428471558,89.71,8.97,1,boleto,4,218.79,oI,4,61473600,1540665688,a1a1c5083998a1ed55698a1b0d005def,24072,petrolina,MG,-13.605082979120336,-46.07735919696183,utilidades_domesticas,63.0,457.0,4.0,2874.0,43.0,29.0,33.0,1001,governador valadares,SP,-21.166029981709205,-40.162942174299936
KG,KG,delivered,1200732553,1233557315,434105463,1539782566,1515801600,1,ab,Ei,1254055679,89.43,24.02,1,boleto,4,0.0,KG,4,78642000,1540384854,c47ae12fffad89e58fd954eeb60b12df,23506,araraquara,MG,-15.573600960085892,-53.30716720321351,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,curitiba,SP,-21.166029981709205,-40.162942174299936
avs,avs,delivered,1185558135,1335841246,1536695308,1330547112,1504396800,1,ab,Ep,1263573767,0.85,0.0,1,credit_card,1,46.96,avs,1,83408400,1494713966,98f6aa867269eaf37acecb0a42080604,87033,jau,PR,-19.583079270777517,-46.90551812762524,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,porto alegre,SP,-21.166029981709205,-40.162942174299936
ni,ni,delivered,1530550087,1409428927,17586,1539782566,1516060800,1,apG,Ep,1186385367,27.15,0.03,1,voucher,5,78.51,ni,5,61462800,1240592394,7526a696a977e2f21118680d178d447f,40685,betim,SP,-28.166608286312822,-51.148944849297656,cama_mesa_banho,50.0,419.0,3.0,2510.0,51.0,21.0,26.0,1001,porto alegre,SP,-21.166029981709205,-40.162942174299936
awq,awq,delivered,1539797418,1419575995,1536695308,1539782566,1518220800,2,ab,qI,1267516621,95.71,6.05,1,boleto,0,56.92,awq,2,61466400,1425797869,659f52d8ed60a74eb8de94686fd54568,67409,curitiba,MG,-19.668922489976342,-49.95027735318398,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
awq,awq,delivered,1539797418,1419575995,1536695308,1539782566,1518220800,2,ab,qI,1267516621,95.71,6.05,1,boleto,0,0.0,awq,2,61466400,1425797869,659f52d8ed60a74eb8de94686fd54568,67409,curitiba,MG,-19.668922489976342,-49.95027735318398,relogios_presentes,46.0,497.0,1.0,0.0,12.0,2.0,16.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
ajw,ajw,delivered,1539797418,1464651683,690704085,1314314624,1516492800,2,qY,qI,1466479822,20.06,18.08,1,voucher,2,3.69,ajw,3,65300400,1317743155,cfcf8fb937d788746626851cd1695059,81564,nova iguacu,BA,-27.53574027315389,-47.926902718932254,informatica_acessorios,66.0,436.0,3.0,518.0,34.0,16.0,16.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
iP,iP,delivered,1189578722,1535996406,1371867248,1539782566,1503273600,2,aoU,qI,1463310599,41.99,23.65,1,credit_card,1,2.5,iP,4,61488000,1359300406,db44a2fcc338d9b3d22dda89950c77fa,21733,cafelandia,SP,-25.676638771333447,-43.74151245654984,relogios_presentes,47.0,1404.0,1.0,0.0,8.0,2.0,6.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
n,n,delivered,1337005547,1453835557,682979645,1539782566,1527465600,1,st,qI,1480302897,0.85,39.86,1,boleto,1,0.0,n,5,61495200,1498089429,43103ed378c67d1df45d3028173f68f7,48776,bataguassu,BA,-16.846864212159193,-48.073716695034676,beleza_saude,51.0,487.0,1.0,2318.0,41.0,2.0,6.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
fG,fG,delivered,1454476651,1533450488,1536695308,1539782566,1518480000,2,ajl,qI,1481098180,0.85,43.16,2,credit_card,5,2.44,fG,2,139237200,1348397005,2f22bd3a40b284b7bd8847f37e625c8f,55844,varzea paulista,RJ,-23.835317183862525,-47.81631707650584,informatica_acessorios,41.0,1826.0,3.0,2495.0,23.0,16.0,17.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
fG,fG,delivered,1454476651,1533450488,1536695308,1539782566,1518480000,2,ajl,qI,1481098180,0.85,43.16,1,credit_card,5,35.36,fG,2,139237200,1348397005,2f22bd3a40b284b7bd8847f37e625c8f,55844,varzea paulista,RJ,-23.835317183862525,-47.81631707650584,informatica_acessorios,41.0,1826.0,3.0,2495.0,23.0,16.0,17.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
ib,ib,delivered,1224828467,1535996406,198839899,1415125497,1521072000,1,MH,qI,1472482085,45.8,46.04,1,credit_card,3,97.87,ib,5,185716800,1307266718,9b63dad3d78b17032fe82c25b368be51,16027,unai,SP,-22.968134624094173,-40.52026485980539,beleza_saude,41.0,588.0,2.0,3926.0,39.0,28.0,42.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
ib,ib,delivered,1224828467,1535996406,198839899,1415125497,1521072000,1,MH,qI,1472482085,45.8,46.04,1,boleto,2,40.3,ib,5,185716800,1307266718,9b63dad3d78b17032fe82c25b368be51,16027,unai,SP,-22.968134624094173,-40.52026485980539,beleza_saude,41.0,588.0,2.0,3926.0,39.0,28.0,42.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
WN,WN,delivered,1459711200,1326996026,1260766051,1403116698,1512172800,1,apx,qI,1451312496,0.85,0.0,2,credit_card,5,0.0,WN,4,124480800,1540900506,16c362fd9bd8fd63d3e70f7f94b640a1,15403,sao leopoldo,RJ,-33.4597221331653,-49.581191961953365,moveis_decoracao,35.0,150.0,3.0,0.0,17.0,2.0,18.0,1001,presidente prudente,SP,-21.166029981709205,-40.162942174299936
