order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
fDIe,5dcef2fba7e67510cfd99ea3851b58fb,shipped,1497781472,-9223372036,-9223372036,-9223372036,1513555200,1,c7fd13b5e515bffdab855d0812842edb,1c129092bf23f28a5930387c980c0dfc,1509386180,260.21,10.69,2,credit_card,4,46.61,6dff1810471f2788ffbd266b3d60d8ba,5,1492646400,1486122722,58bfe871a8bb3f05ff776d4cf08ce50e,14872,sao paulo,RS,-18.464678465695762,-39.01506410571681,informatica_acessorios,56.0,418.0,5.0,2073.0,33.0,27.0,11.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
etrd,acfa23831b953d3b1891f6f164e78a0e,delivered,1487620727,-9223372036,-9223372036,-9223372036,1517184000,1,42697582a754e573f9e3e9e78752252c,1c129092bf23f28a5930387c980c0dfc,1508813932,79.91,8.36,1,credit_card,3,187.93,cefa2df8f034f5b6844e17e657cb19bd,3,1509494400,1529844575,1880cba44eb374d1e5b26a2428300754,1930,agrestina,SP,-22.705884698362798,-52.58434095528936,cama_mesa_banho,20.0,808.0,2.0,511.0,21.0,15.0,25.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bZDY,febfcda160c15b084868e19aae69d8ba,delivered,1515669964,-9223372036,-9223372036,-9223372036,1517270400,1,92503fc18ca14a8f32c182ce3f1b9f05,1c129092bf23f28a5930387c980c0dfc,1533704712,151.83,19.2,2,credit_card,4,398.69,f814e5a41c4fd5730c29fccd9c6bb3eb,4,1512086400,1503942013,0994750c9c22a140010ed86aad2d044b,32891,fortaleza,RJ,-14.561264214355226,-47.88550311270753,moveis_decoracao,58.0,1196.0,2.0,5566.0,37.0,8.0,38.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
eapG,f1dc75a4e0484d21ede6e536651e1282,delivered,1492978845,-9223372036,-9223372036,-9223372036,1524096000,2,8aa6223e400af9c97b07c75993142721,1c129092bf23f28a5930387c980c0dfc,1525712128,61.69,4.74,2,credit_card,5,298.62,d68b58c6ca07c6575ca6ca5571ee7520,2,1526342400,1504217400,85b190008aa5c8b7faa637e6b33552de,81934,irece,PR,-24.555110163029987,-40.77090942959474,moveis_decoracao,39.0,716.0,4.0,9962.0,54.0,37.0,59.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bKxi,6bef7aeee709b60763e7cf850e90db76,delivered,1517060458,-9223372036,-9223372036,-9223372036,1513900800,2,7686fe49c98ae1c537b5cc51992f5d20,1c129092bf23f28a5930387c980c0dfc,1512965540,243.17,30.63,1,credit_card,7,589.85,1c54beb41fb600986120c9573587192f,2,1519862400,1526505936,53e800ace3a29aaaa0a5479fd990b100,48692,paulista,MG,-20.731396720253702,-47.764962296402324,casa_construcao,60.0,361.0,3.0,1767.0,31.0,19.0,41.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
dQbQ,59f2334998439940f49385494fb8ff54,delivered,1525968647,-9223372036,-9223372036,-9223372036,1501545600,1,d1c427060a0f73f6b889a5c7c61f2ac4,1c129092bf23f28a5930387c980c0dfc,1510171823,138.53,14.74,1,debit_card,1,240.49,20c62732f58d08577d8563910dd1f6d1,4,1532217600,1530107715,b80112b1a24982f7eecdaa9e06af98f9,53128,praia grande,MG,-26.97983903496027,-42.67848469797633,cama_mesa_banho,44.0,525.0,2.0,5731.0,26.0,48.0,44.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
EHR,f583831c572cc8569de2841fd281fd2b,delivered,1517078866,-9223372036,-9223372036,-9223372036,1522713600,1,d1c427060a0f73f6b889a5c7c61f2ac4,1c129092bf23f28a5930387c980c0dfc,1520458309,263.15,35.49,1,credit_card,7,542.18,a2fcb5daf0458ef9a4fe9f801408e996,5,1497657600,1515151808,5670c7ea5472c16a06b1e3f72b3849b0,21257,guarulhos,SP,-19.500748925653287,-45.584352093455706,cama_mesa_banho,44.0,525.0,2.0,5731.0,26.0,48.0,44.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
EbK,6605f055f23f5ea379920ccf7b35255f,delivered,1508691200,-9223372036,-9223372036,-9223372036,1506297600,1,7d33844ffd50c5fb265a1e0ba03d9470,1c129092bf23f28a5930387c980c0dfc,1533044714,80.52,18.22,2,boleto,1,166.15,889524292ec20dae65a3921f855afc8a,4,1493769600,1488714783,580ef6a6635e6a26866431d9478ea707,20274,santo andre,SP,-13.136099996081017,-39.16322219387062,papelaria,57.0,517.0,3.0,7501.0,30.0,25.0,19.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bMwy,a033ed469111e80059fb0dd8a8e30808,delivered,1523810895,-9223372036,-9223372036,-9223372036,1488240000,2,6c3effec7c8ddba466d4f03f982c7aa3,1c129092bf23f28a5930387c980c0dfc,1533028711,53.36,6.18,1,voucher,1,49.21,91c89099ee7dff9e30f6505ed5776718,3,1499990400,1524290744,6c48f3c255961feb799c3b6a312d6622,92739,pompeu,BA,-23.320426898420997,-46.824359236210206,eletrodomesticos,41.0,604.0,2.0,3524.0,7.0,22.0,24.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
dWNW,554fd6766127eeaccbca99b45656212b,delivered,1495982353,-9223372036,-9223372036,-9223372036,1497398400,1,6c3effec7c8ddba466d4f03f982c7aa3,1c129092bf23f28a5930387c980c0dfc,1520863823,36.61,16.51,1,credit_card,6,26.91,71b2591d4afa5a893d1c990414336e40,4,1514419200,1517953395,27c8243bd798cad94ce3e33fa838bbe9,29306,sao sebastiao,RJ,-18.06228382753355,-47.18591431527765,eletrodomesticos,41.0,604.0,2.0,3524.0,7.0,22.0,24.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
dkTn,e63b226e15e890d317368cae0053098e,delivered,1503162803,-9223372036,-9223372036,-9223372036,1526860800,1,6c3effec7c8ddba466d4f03f982c7aa3,1c129092bf23f28a5930387c980c0dfc,1492401322,20.33,8.92,2,boleto,2,50.27,b7cf91f7c1000f7b97aeaa2514414d3f,3,1524700800,1531655052,273474c04d343aba1d6bf23d408b3ae6,87573,juiz de fora,PE,-16.188482062563118,-45.949972387178725,eletrodomesticos,41.0,604.0,2.0,3524.0,7.0,22.0,24.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
aPlS,90ddc5fe7fbba1f3aa75d88412b0917f,delivered,1516238192,-9223372036,-9223372036,-9223372036,1509667200,2,027cdd14a677a5834bc67a9789db5021,1c129092bf23f28a5930387c980c0dfc,1492098321,265.09,7.64,2,credit_card,5,191.71,8c2d3cad5be588a1f378b93a3f016b19,2,1500595200,1489289959,ffa652b0cdf8bba29664149a9e579134,6999,salvador,SP,-25.28261536919794,-45.64729045972771,pet_shop,62.0,295.0,3.0,3544.0,25.0,6.0,13.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
awct,c5e457320e81424e18d8d9f78256eedc,delivered,1533777897,-9223372036,-9223372036,-9223372036,1515369600,2,027cdd14a677a5834bc67a9789db5021,1c129092bf23f28a5930387c980c0dfc,1528984520,21.63,27.96,2,credit_card,2,351.92,194e10a71dc479e70b2086e8224af9eb,2,1524528000,1534276138,4b3f881316f66630e2dc4868efd08e55,19170,sao paulo,RJ,-19.366767776219987,-42.52045834421856,pet_shop,62.0,295.0,3.0,3544.0,25.0,6.0,13.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
aqr,65c6fbb9e8ef2c11d161d909f15d3fe4,delivered,1529700809,-9223372036,-9223372036,-9223372036,1518739200,3,764292b2b0f73f77a0272be03fdd45f3,1c129092bf23f28a5930387c980c0dfc,1499375420,58.35,28.98,1,credit_card,1,107.5,f5d7ff645835c7009738b7fe92086a22,5,1525824000,1512862113,a29186292470a67bbafed2614faaa6c4,91065,belem,ES,-24.961803781877713,-46.17334974240593,brinquedos,48.0,649.0,4.0,4615.0,20.0,13.0,19.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
cOZR,9cb217017421d848098b2087a6b97f35,delivered,1519578995,-9223372036,-9223372036,-9223372036,1519171200,1,764292b2b0f73f77a0272be03fdd45f3,1c129092bf23f28a5930387c980c0dfc,1510946784,89.13,1.41,1,credit_card,2,333.34,38a2d99222fbbb6060a9f5936401f3be,4,1503619200,1521211277,35a82f280655f621b4257db3c7c4b086,54942,limeira,RJ,-21.81850853545127,-52.95412569229529,brinquedos,48.0,649.0,4.0,4615.0,20.0,13.0,19.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
anBA,81805d02402ef56db08122440a0a938a,delivered,1532783432,-9223372036,-9223372036,-9223372036,1523404800,2,389d119b48cf3043d311335e499d9c6b,1c129092bf23f28a5930387c980c0dfc,1501263816,199.77,1.17,2,debit_card,8,40.23,1204ed52f6070a20c95a5f5da1b21620,5,1526083200,1525205609,ca347bd19a9d9caedad0c48674e24f16,75184,dois vizinhos,MG,-26.7677105344246,-50.28736787093118,eletrodomesticos_2,69.0,1249.0,4.0,7218.0,37.0,30.0,17.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
fsiy,7a4f3a868af0521a7f527d78f5fa2390,shipped,1520092228,-9223372036,-9223372036,-9223372036,1513209600,3,389d119b48cf3043d311335e499d9c6b,1c129092bf23f28a5930387c980c0dfc,1521827381,227.56,19.29,2,credit_card,1,77.09,8bb8148e2859a77ea10db4ec329e6836,3,1489276800,1510335245,56d8f3a4f1fdfb8f31e16699e0e2ae83,7388,sao paulo,AL,-29.774790020977417,-46.62645944647888,eletrodomesticos_2,69.0,1249.0,4.0,7218.0,37.0,30.0,17.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
aVif,91f4aa4ff5d3ddf68322f4df3ed44212,delivered,1508156408,-9223372036,-9223372036,-9223372036,1533254400,2,2028bf1b01cafb2d2b1901fca4083222,1c129092bf23f28a5930387c980c0dfc,1498553722,194.06,25.23,2,credit_card,2,5.4,be92f79ed86d62529960c367026b2f13,3,1512000000,1528592219,6db6eac4dd8ca3c33650f43b95b69f7f,70182,sao paulo,RS,-28.92547094929845,-49.235085922986784,beleza_saude,33.0,509.0,1.0,4580.0,37.0,26.0,18.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
sFo,8b6edda68c5b813a279c016c99a54ba9,delivered,1521476455,-9223372036,-9223372036,-9223372036,1493164800,1,1fa52682d6938b129312ef4cffac1711,1c129092bf23f28a5930387c980c0dfc,1512762938,177.68,18.32,1,credit_card,2,281.27,8a9cd47aa4a733ef37952058be5d8990,3,1507075200,1502112044,d77a102ddd3abe433158af53606133e4,34224,guararapes,RJ,-25.423449338946327,-42.21819564178724,livros_interesse_geral,47.0,608.0,4.0,2559.0,11.0,11.0,9.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
EPQ,7bcb97218373e2350ffcedd3dbb879e1,delivered,1533643923,-9223372036,-9223372036,-9223372036,1520899200,2,e0d64dcfaa3b6db5c54ca298ae101d05,1c129092bf23f28a5930387c980c0dfc,1508418329,130.29,32.07,1,debit_card,1,232.6,e7ea8e816e2651a8cd50dd5f2d215b78,5,1499212800,1520983327,5a7ef7a5e9c4e9e7851f635d31f58448,42285,jundiai,SP,-25.450832192399737,-46.720915222025965,informatica_acessorios,49.0,2267.0,2.0,896.0,22.0,6.0,17.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
foDl,eccf3f47e4cc5767bd2798d21a88bc93,delivered,1529289716,-9223372036,-9223372036,-9223372036,1536796800,1,e0d64dcfaa3b6db5c54ca298ae101d05,1c129092bf23f28a5930387c980c0dfc,1498425786,376.37,33.32,2,credit_card,1,165.72,fbb87a7142b0a00977ba17d80b448d5b,5,1503705600,1513562402,6501e784d557fb5ca06ccb1546e71043,68846,sao roque,MG,-16.298476213013565,-42.94103644111447,informatica_acessorios,49.0,2267.0,2.0,896.0,22.0,6.0,17.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
IEj,0ca3dcec8d4eb3a6c7a7759fe9a74b82,delivered,1514496944,-9223372036,-9223372036,-9223372036,1534291200,2,e0d64dcfaa3b6db5c54ca298ae101d05,1c129092bf23f28a5930387c980c0dfc,1508804068,12.82,18.9,1,credit_card,1,55.97,3b581ff32dc5154a6c6cd6b9de14dce1,4,1523491200,1512290017,64fea8f835a632f5380fcbe463524004,75526,olinda,SC,-20.371159853269184,-47.998239940150775,informatica_acessorios,49.0,2267.0,2.0,896.0,22.0,6.0,17.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
dWQl,b0cef3a2a5a906f037086d9887793a27,delivered,1530715636,-9223372036,-9223372036,-9223372036,1536624000,2,7e0dc102074f8285580c9777f79c90cf,1c129092bf23f28a5930387c980c0dfc,1526581845,140.91,14.18,1,credit_card,3,56.87,44ef8c6f70f4ab16a05b87892c9afbac,4,1519948800,1506722824,d84c06380e59ea282b9bfd35fb645536,93240,bom jesus do itabapoana,RS,-22.046818936065478,-42.528146079476365,automotivo,50.0,1148.0,1.0,6329.0,22.0,4.0,22.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bzHz,653d1bb20bc75577254028ece6cdf1ef,delivered,1534864586,-9223372036,-9223372036,-9223372036,1531353600,1,7e0dc102074f8285580c9777f79c90cf,1c129092bf23f28a5930387c980c0dfc,1495423363,262.38,21.25,1,credit_card,1,318.04,30ef205ad4344cf56a08c48a09f6b3da,5,1523491200,1516400671,9892bcb1734eb6ee2e801296ddcee713,28378,guaratingueta,RJ,-22.282356058308213,-35.909875129418616,automotivo,50.0,1148.0,1.0,6329.0,22.0,4.0,22.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bfDE,c93ebba7ff597e5be398633ecd66561f,delivered,1534523283,-9223372036,-9223372036,-9223372036,1490572800,2,6cdd53843498f92890544667809f1595,1c129092bf23f28a5930387c980c0dfc,1492014506,409.52,28.48,1,credit_card,0,57.84,6b90b8a67986ccdf995d513355d142e6,2,1489708800,1504541294,e760293a462479dea72a1a8ff7da5931,24592,rio de janeiro,RJ,-23.396811865377675,-43.35091066449764,utilidades_domesticas,73.0,814.0,3.0,489.0,12.0,4.0,18.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
aIid,ebbd6c8d7511352fbe3511d1e547181a,shipped,1523979997,-9223372036,-9223372036,-9223372036,1521072000,2,6cdd53843498f92890544667809f1595,1c129092bf23f28a5930387c980c0dfc,1532447711,264.21,3.49,1,credit_card,4,350.47,1b575cc8a27b5f1cbdf87d1773ca12ca,4,1524614400,1520044174,16924f9438a259fc6a377fce4c9dc297,35701,apiuna,RJ,-19.31070656560607,-51.97806016749569,utilidades_domesticas,73.0,814.0,3.0,489.0,12.0,4.0,18.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
Lxz,ef0ce737cbf4c0d6aefb7c7281b658e3,delivered,1506268886,-9223372036,-9223372036,-9223372036,1535673600,2,dd4c3b4ab7e001aaf385ea2e68952030,1c129092bf23f28a5930387c980c0dfc,1525902618,182.39,43.15,1,credit_card,1,50.76,8e6f4165c0dbc1ca665db3eeacd27ff0,2,1501286400,1518134883,072643b044f2f18bbb4712ae806a1588,57858,cotia,RS,-18.57187397330574,-48.152548699187726,automotivo,71.0,352.0,3.0,6016.0,28.0,32.0,16.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
TEt,0370d1c87da5bce39a913db0c94c146f,shipped,1525704331,-9223372036,-9223372036,-9223372036,1515456000,1,06edb72f1e0c64b14c5b79353f7abea3,1c129092bf23f28a5930387c980c0dfc,1532514795,6.24,23.22,2,boleto,0,77.11,228d42d59bab8eb598ebb9adf6335bec,4,1520035200,1533242698,d411743e96155ccf5ca3eb7efeec9ecc,33624,salvador,SP,-16.224177343678985,-47.54638911941056,automotivo,62.0,1679.0,3.0,5606.0,9.0,31.0,27.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
ciUW,1eb1747994dbcb25f83cfc9490e833f6,shipped,1522615232,-9223372036,-9223372036,-9223372036,1534464000,2,5d66715cc928aadd0074f61332698593,1c129092bf23f28a5930387c980c0dfc,1513277450,167.52,31.57,2,credit_card,2,328.54,f44600dfb390998ac0ea65707051739e,5,1527984000,1490633323,2a532e879c1278727d9d7001890cd333,47675,curitiba,RJ,-27.343057361402487,-50.26499319023787,beleza_saude,67.0,681.0,5.0,5754.0,50.0,9.0,19.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
eshl,1fe381f4b615df3b145782822bc200af,delivered,1532361592,-9223372036,-9223372036,-9223372036,1524700800,1,4fe644d766c7566dbc46fb851363cb3b,1c129092bf23f28a5930387c980c0dfc,1535707512,144.93,28.48,1,boleto,1,46.57,80ef9f80aee75fc507c8a10542f33540,3,1524700800,1524463837,19ea2e6008a98e32959c62f5a5ac5107,11472,sao paulo,SP,-23.638901717268094,-51.285519124928925,automotivo,57.0,575.0,2.0,5607.0,24.0,5.0,31.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
chj,09b4b12a81924bb1f7149e65a6f675f3,delivered,1493721706,-9223372036,-9223372036,-9223372036,1502064000,2,7f064525eaaa1ce9d22c085f7ff5413a,1c129092bf23f28a5930387c980c0dfc,1511980266,392.66,24.16,1,boleto,3,410.83,b345674ec43617422403146bd715594b,4,1528329600,1517400797,ba6c975cb088e187840bdbd6c292f99b,77758,porto xavier,MG,-17.276561932571145,-52.205906665794366,automotivo,52.0,620.0,5.0,3600.0,62.0,20.0,13.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bqsh,aba6d530c41d8940fef0541fae854b27,delivered,1518905141,-9223372036,-9223372036,-9223372036,1519603200,1,76914818a87f9b6b320e136e17e6ae06,1c129092bf23f28a5930387c980c0dfc,1495581011,497.99,21.63,1,credit_card,2,56.4,5388ceae55f5a6beff2d2945d571c42a,1,1489449600,1512007489,ac1f8f7142bf224a669d8daa8192cc2e,10330,jundiai,RJ,-26.289123959040946,-43.60673617301545,beleza_saude,63.0,1331.0,1.0,8178.0,71.0,31.0,38.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
bDLO,c1b9ff12f13a4f0d2c4c36b7089eaa93,delivered,1489119821,-9223372036,-9223372036,-9223372036,1523577600,1,0bbdc963004d9b2fd3427ee3c5ae3608,1c129092bf23f28a5930387c980c0dfc,1533689081,318.26,18.34,2,debit_card,0,314.3,4dbf2f4e4838fea96341c87493f08c7e,4,1497398400,1510187897,bc1b033c99dc10515de0fe91ad75e402,48680,candeias,DF,-16.185125797178706,-40.46301930455371,fashion_bolsas_e_acessorios,51.0,1371.0,2.0,6916.0,71.0,21.0,47.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
gdyt,ca1ef3e4889588c88d7fc1f80bc06e05,delivered,1520071731,-9223372036,-9223372036,-9223372036,1524614400,2,0bbdc963004d9b2fd3427ee3c5ae3608,1c129092bf23f28a5930387c980c0dfc,1509010515,57.02,6.21,2,credit_card,6,256.62,d93fca76c7c43c1e8dfb767524c6e75f,4,1506470400,1513722768,6472bdcbf7c12cef720eb284dbb68048,86652,paulinia,MG,-17.98735630033,-41.13289054871873,fashion_bolsas_e_acessorios,51.0,1371.0,2.0,6916.0,71.0,21.0,47.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
aXUT,e5665fe8abdc4826e0f15a3d8f113caa,shipped,1507139788,-9223372036,-9223372036,-9223372036,1525996800,2,7f4e034245e45549110139d1de248f83,1c129092bf23f28a5930387c980c0dfc,1512610400,146.63,3.08,1,credit_card,1,48.19,5737b1fbed6b28aad025786e2e948d0b,3,1526688000,1495046052,99c2432f032d3025a9bce64f35cdd72c,50562,parnamirim,SP,-22.690134138245128,-43.412846877892015,beleza_saude,37.0,230.0,3.0,7713.0,47.0,40.0,37.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
fvtU,475f823c98a1ca65d8fdcbd15167a443,shipped,1489493938,-9223372036,-9223372036,-9223372036,1522800000,2,19421075ae0b585f2dc13ff149e2119d,1c129092bf23f28a5930387c980c0dfc,1526059836,298.82,23.91,1,credit_card,1,74.78,8d378f5f04ae59b1ef7f8ca5705582df,5,1524528000,1511795802,660612e2f3a856b3878712aeff57a1b5,8092,brasilia,SP,-16.037388887610987,-47.746310704262534,cama_mesa_banho,64.0,2007.0,5.0,5535.0,64.0,19.0,28.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
OKi,814b41afcb94cb533af057e10587da20,delivered,1502478455,-9223372036,-9223372036,-9223372036,1517788800,1,aca2eb7d00ea1a7b8ebd4e68314663af,1c129092bf23f28a5930387c980c0dfc,1523835013,65.22,5.98,2,credit_card,0,86.3,2bf0c7591c749c88eb1947577e438e6c,5,1530662400,1525202833,6ff8e4c8ccde5e092ccd5a41dbf28156,24268,limeira,MG,-26.882888198585693,-41.274628900369045,bebes,41.0,995.0,2.0,1450.0,36.0,8.0,16.0,13397,praia grande,SP,-25.803338345959574,-53.04669853566485
